,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
387,387,1728134242079515048,1403201252910059522,BossBlunts1,2023-11-24 19:31:25+00:00,"Dallas, TX",breaking revers repo program fel billion today becaus lack liquidity therefor doesnt hav fund signal collaps liquidity incredibly massiv legacy cost that remain from archegos fallout which cred suiss left holding gi odorous excrement that belong swap short archegos against hav becom adopted child total numb counterpart also fel from high under using,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F_uQ7pDXMAA__5C.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F_uQ71VXwAE5A3d.jpg')], videos=[], animated=[])",1476,456,77,0.1,Positive
388,388,1727177112032031232,3155716419,AkashiiX,2023-11-22 04:08:07+00:00,earth,macron déclar guerr pauvr,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
389,389,1726365684987261287,1427372791003762688,FiniLarnaque,2023-11-19 22:23:48+00:00,d'Ollioules à Brégançon,excellent concert gen tres inform cest assez rar accord attent rest audibl,"Media(photos=[], videos=[], animated=[])",1,0,1,0.255,Positive
390,390,1724687912439001548,1181892854769213440,sergiodde,2023-11-15 07:16:56+00:00,Quelque part en macronie,domin delaward thierry meyssan youssef hind expliquent dram moyenorient profess gendarm,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-9Sgv8XQAAcPC8.jpg')], videos=[], animated=[])",6,4,0,0.0,Neutral
391,391,1725918887143735299,3155716419,AkashiiX,2023-11-18 16:48:23+00:00,earth,pieg system monetair point faibl monetair futur point fort monetair,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/F_OyE7LXQAAZINL.jpg', videoUrl='https://video.twimg.com/tweet_video/F_OyE7LXQAAZINL.mp4')])",0,0,0,0.205,Positive
392,392,1724515484865822968,1246574273814319104,AdamLerich,2023-11-14 19:51:46+00:00,"Lyon, France",suppos quil laient paix leur âme cest crypto palestinien actuel plein,"Media(photos=[], videos=[], animated=[])",0,0,0,0.185,Positive
393,393,1721021030414553105,1355082700303069188,Devsc64,2023-11-05 04:26:03+00:00,World,solut gard cash parc rest tjr merd veux don conseil invest parc,"Media(photos=[], videos=[], animated=[])",1,0,1,0.0,Neutral
394,394,1720520362742473132,1023564462232662016,gomstosky,2023-11-03 19:16:34+00:00,France,monnai numer cest fin donc solut grev grand industr guerr travaill local artisanal,"Media(photos=[], videos=[], animated=[])",0,0,1,0.06666666666666667,Positive
395,395,1720518157377359926,1355082700303069188,Devsc64,2023-11-03 19:07:49+00:00,World,seul solut permettr vrai davoir impact tout apres imag assez cest bankrun plus utilis monnai esclav tous pay muslim artist fair effondr tous system satanic,"Media(photos=[], videos=[], animated=[])",6,0,3,0.12666666666666665,Positive
396,396,1719462008863531167,1218550440931004417,PierreF24402907,2023-10-31 21:11:03+00:00,FR-50 Manche pour le moment,sent con,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.7,Negative
397,397,1719418741195207078,2907408203,PhilippeMurer,2023-10-31 18:19:07+00:00,France,messag travaill souvent moyenorient cest question dheur confl généralis beaucoup rich person viennent europ devon tous battr paix passion enverront,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9yaOvzXwAAkh8M.jpg')], videos=[], animated=[])",893,394,92,0.16,Positive
398,398,1717118330744557661,738620688,HaboubiAnis,2023-10-25 09:58:07+00:00,Belgique,intéress piratag institu comm blackrock utilis okta sécuris logiciel aladdin début octobr détect tentat connect plateform,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9RuBRGXQAAY8Ux.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F9RuBbtWIAA8fhK.jpg')], videos=[], animated=[])",3,2,0,0.0,Neutral
399,399,1711431427873513556,1439526757,To_Lourenco,2023-10-09 17:20:23+00:00,Sous Dictature Macron 🤮,cool bruno rest milliard deuros rembours bien entendu compt intérêt,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/F8A5z01XkAAzzVX.jpg', videoUrl='https://video.twimg.com/tweet_video/F8A5z01XkAAzzVX.mp4')])",0,0,0,0.0,Neutral
400,400,1709274664231424051,1109455772,JulienCpr,2023-10-03 18:30:11+00:00,"Annecy, France",ponction compt banqu fer continu cet lanc gouvern success augmentent fauss det mani démesur banqu déjà sub sauvetag apres elle bloqu nécessair viv,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
401,401,1707329637221609846,3155716419,AkashiiX,2023-09-28 09:41:20+00:00,earth,merdi bobos politicien corrompus tous mem merd condescend show embrouill esprit gen honnet extorqu san rep temp arret jou jeux banqu monnai,"Media(photos=[], videos=[], animated=[])",0,0,1,-0.09000000000000001,Negative
402,402,1703702779334672420,1531445887750541312,0xMaxtonabili,2023-09-18 09:29:30+00:00,,raison dêtr particuli baissi march tant larm anti hold trendlin,"Media(photos=[], videos=[], animated=[])",1,0,1,0.0,Neutral
403,403,1698775907769495901,1488620512934825991,financialtime15,2023-09-04 19:11:52+00:00,"Montpellier, France",bank ru soudain client retir leur dépôt dun banqu craign insolv peut entraîn problem liquid cris bancair,"Media(photos=[], videos=[], animated=[])",3,0,1,0.03,Positive
404,404,1696622087861833933,334722973,RaphaelVignes,2023-08-29 20:33:22+00:00,France,tien revient,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
405,405,1696616804171518191,1455294902451904516,faststocknewss,2023-08-29 20:12:22+00:00,"Boise, ID",republic first bancorp talk with holder preliminary stag frbk fnlc,"Media(photos=[], videos=[], animated=[])",17,1,1,0.0,Neutral
406,406,1692145789798056321,1635890613328437248,Scorpio_Alejand,2023-08-17 12:06:09+00:00,Azerbaijan,investor despit,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
407,407,1689571901583073280,1635890613328437248,Scorpio_Alejand,2023-08-10 09:38:26+00:00,Azerbaijan,updat hav lost their last month bigg than american bank investor continu pil relentless,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3KQsD5WQAAuL8F.jpg')], videos=[], animated=[])",12,4,6,0.0,Neutral
408,408,1690242403309895683,299864703,antho1377,2023-08-12 06:02:46+00:00,France,surtout monnai numer aller banqu retir économ person bank devient impossibl perdron pouvoir détruir retir argent,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
409,409,1686392496685772800,3155716419,AkashiiX,2023-08-01 15:04:37+00:00,earth,degag bouffon dur general,"Media(photos=[], videos=[], animated=[])",0,0,0,0.016666666666666673,Positive
410,410,1686020380920594433,409174745,JohannFakra,2023-07-31 14:25:58+00:00,Biarritz ,chez milliardair plus gros fond dinvest mond 𝐥𝐢𝐦𝐢𝐭𝐞 𝐦𝐨𝐮𝐯𝐞𝐦𝐞𝐧𝐭𝐬 𝐜𝐚𝐩𝐢𝐭𝐚𝐮𝐱 𝐜𝐥𝐢𝐞𝐧𝐭𝐬 𝐦𝐢𝐥𝐥𝐢𝐨𝐧𝐬 caus paniqu banquair,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1686019986282717185/pu/img/xRD3_y5x4Kb11nMW.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1686019986282717185/pu/vid/480x270/nC4i9-xyVI0Oz8ho.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1686019986282717185/pu/vid/640x360/DlLS8bCPPDz0xIGw.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1686019986282717185/pu/vid/1280x720/x6co0IEGWbRRfKxj.mp4?tag=12')], duration=112036, views=None)], animated=[])",158,110,10,0.0,Neutral
411,411,1685446397028388865,1608490362753978372,MagLiber3,2023-07-30 00:25:09+00:00,,prend contrôl banqu alor plais mis accus federal depos insur corpor annonc vendred heartland tristat bank delkhart kans fait faillit selon communiqu press fdic publi sit internet bureau kans stat bank commission sais banqu désign fdic comm séquestr fdic ensuit travaill dream first bank national associ syracus kans assum tous dépôt trouv heartland tristat bank fdic annonc tous dépôt quel mont transfer heartland bank dream first plus cet anné first republic silicon valley bank signatur bank fait faillit selon fdic cinquiem banqu silvergat volontair liquid apres march cryptomonnai faibl plus lann,"Media(photos=[], videos=[], animated=[])",2,2,0,0.12333333333333334,Positive
412,412,1685368567355609088,894465693755637760,KatTheHammer1,2023-07-29 19:15:53+00:00,,bidenomic strik again fdic seiz bank build back bet,"Media(photos=[], videos=[], animated=[])",346,269,25,0.0,Neutral
413,413,1678471792317300736,1126034004711440384,CoinTribuneFR,2023-07-10 18:30:34+00:00,,dévalu oblig jerom powel président atel vrai euthanasi léconom mondial articl explor conséquent inattendu polit monétair américain,"Media(photos=[], videos=[], animated=[])",9,3,2,0.066,Positive
414,414,1675937937307889664,1056106367646396416,MarcSicily,2023-07-03 18:41:56+00:00,Decentralised ,pourquoi autr cryptos priv voilà,"Media(photos=[], videos=[], animated=[])",3,0,0,0.0,Neutral
415,415,1672533269579964416,930094446519181314,Cryptos_analyst,2023-06-24 09:13:00+00:00,Dm For Collab,societ gard crypto prim trust difficult societ gard crypto prim trust fait fac manqu fond client selon régul nevad,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzYIJRdWcAA2Ezq.jpg')], videos=[], animated=[])",13,4,1,0.0,Neutral
416,416,1670882613156823040,917756226020052993,lepindev,2023-06-19 19:53:53+00:00,,cré émeut,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1670882100839346178/pu/img/caykYl2MEODki51u.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1670882100839346178/pu/vid/1280x720/TWN_PtYst0fp-LC_.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1670882100839346178/pu/vid/480x270/8vIduoyzJf9IJtVQ.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1670882100839346178/pu/vid/640x360/eKHTywtTEcZaQzhP.mp4?tag=12')], duration=135186, views=None)], animated=[])",0,0,0,0.0,Neutral
417,417,1670880560271486978,917756226020052993,lepindev,2023-06-19 19:45:43+00:00,,cest just exercic annuel habituel vérifi con domain militair avoir quelqu chos provoqu paniqu torpeur gen seul chos vois pourr plong terreur cest,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.2833333333333333,Negative
419,419,1670687411989348352,1533342582,VictorSinclair3,2023-06-19 06:58:13+00:00,,quelquun peut dir pourquoi larm américain déploi vingtain detat cest prévis certain gross rével point sort natur provoqu émeut,"Media(photos=[], videos=[], animated=[])",2838,969,337,0.185,Positive
420,420,1669289350184443907,3155716419,AkashiiX,2023-06-15 10:22:49+00:00,earth,temp cre bankrun general europeen americain fair pai gross merd meilleur moyen depossed selon regl march propr regl,"Media(photos=[], videos=[], animated=[])",4,1,1,0.092,Positive
421,421,1668248773691097093,97068968,martouf_vert,2023-06-12 13:27:56+00:00,Suisse romande,quand banqu utilis dépôt achet loblig moyen term couvr rend prom doit revendr pert nintéress plus person cest indirect,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
422,422,1666041509349580802,3155716419,AkashiiX,2023-06-06 11:17:04+00:00,earth,ret pognon epargn system bancair solut,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
423,423,1665277129301344260,3155716419,AkashiiX,2023-06-04 08:39:41+00:00,earth,faut fair tomb,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FxxAt6_X0AEVtYc.jpg', videoUrl='https://video.twimg.com/tweet_video/FxxAt6_X0AEVtYc.mp4')])",1,0,0,0.0,Neutral
424,424,1665061763132342274,1608490362753978372,MagLiber3,2023-06-03 18:23:54+00:00,,récess com,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fxt82SbWIAIBqrO.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
425,425,1665060358816514048,1366565625401909249,WallStreetSilv,2023-06-03 18:18:19+00:00,👉,past week retailer hav been warning impending recess this includ hom depot costco macy advanc auto part even dollar general consid what happen consum sent during recess today bull believ that will improv second lif,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fxt7kkZXgAAmIg3.jpg')], videos=[], animated=[])",957,192,72,0.0,Neutral
426,426,1664271234824278024,615339753,gabriel_draghi,2023-06-01 14:02:37+00:00,,banqu central européen choix possibl long term assoupl quantit planch billetsgt hauss taux contract monétair cadr,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fxit3gQakAkqu3w.jpg')], videos=[], animated=[])",15,8,2,-0.11666666666666668,Negative
427,427,1664019568396845063,17757005,AaronRDay,2023-05-31 21:22:35+00:00,"Free State Project, NH",fix jam dimon president,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
428,428,1663835724502691840,80056423,RevueBanque,2023-05-31 09:12:03+00:00,Paris,mar spécialis fais faillit question restent suspen enquêt ouvert rôl goldman sach retour lorigin cet défaill,"Media(photos=[], videos=[], animated=[])",1,3,0,0.31,Positive
429,429,1663797126067896321,4187497612,patteriot,2023-05-31 06:38:41+00:00,Guam,encor convoi part lest,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1663797078252740609/pu/img/J-dDpxfT167H6brV.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1663797078252740609/pu/vid/320x568/mND_NVNdvRG6muOt.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1663797078252740609/pu/vid/720x1280/CyJI0ZTnWdL8XeSQ.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1663797078252740609/pu/vid/480x852/YlnQUhEvItLgfrDe.mp4?tag=12')], duration=6527, views=None)], animated=[])",1,1,1,0.0,Neutral
430,430,1663796701763862529,1413348406727151617,_BitcoinHistory,2023-05-31 06:37:00+00:00,Blockchain.,imagin tout mond décid retir argent banqu temp,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fwc40QPWcAkOibo.jpg')], videos=[], animated=[])",4,0,0,0.22,Positive
431,431,1663603044909498368,1439526757,To_Lourenco,2023-05-30 17:47:28+00:00,Sous Dictature Macron 🤮,tres bel émiss voir san moder dexpress,"Media(photos=[], videos=[], animated=[])",0,0,0,0.8,Positive
432,432,1662589202779840512,105165371,andrebercoff,2023-05-27 22:38:50+00:00,Paris,aujourdhui dimanch fuck lactu branch immédiat plateform boit derni verr sublim chanteux gospel senateur rebel professeur injust suspendu économ furax tres grand report,"Media(photos=[], videos=[], animated=[])",297,91,7,0.35000000000000003,Positive
433,433,1663346272575582211,1587724058732466176,bossnewff,2023-05-30 00:47:09+00:00,Vous ne voulez pas savoir,moult exempl typ franc peut auss être,"Media(photos=[], videos=[], animated=[])",0,0,0,0.2,Positive
434,434,1661049758566301703,407281674,Or_fr_,2023-05-23 16:41:37+00:00,"Londres, Royaume-Uni",léconom occidental voi soviétis,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fw078d6XwBcREja.jpg')], videos=[], animated=[])",9,4,0,0.05,Positive
435,435,1660933386972561410,80056423,RevueBanque,2023-05-23 08:59:12+00:00,Paris,cycl actuel polit taux montr doigt apres alert secteur bancair revu banqu mar pourr décéler san quil retour arrier,"Media(photos=[], videos=[], animated=[])",1,2,0,0.1,Positive
436,436,1660693267195764736,2382572334,CentralCharts,2023-05-22 17:05:03+00:00,,fich éduc quest quun bank guid économ macroéconom,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
437,437,1660403627301953536,334722973,RaphaelVignes,2023-05-21 21:54:08+00:00,France,tien tien silenci auss,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
438,438,1660380387040714753,851431642950402048,AndreasSteno,2023-05-21 20:21:47+00:00,Copenhagen,depos flight problem wel her chart deposit franc look trad her,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwrbKQTWAAAWpUa.jpg')], videos=[], animated=[])",233,48,14,0.2,Positive
439,439,1660381942741647360,263081077,nicolaswillaert,2023-05-21 20:27:58+00:00,,quand melent banqu vaut mieux aller cherch depot plus vit,"Media(photos=[], videos=[], animated=[])",2,0,0,0.15,Positive
440,440,1660297779426541569,1608490362753978372,MagLiber3,2023-05-21 14:53:32+00:00,,nont plus cash pens prendr dev avant bascul,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwqQCAdX0AMWHgl.jpg')], videos=[], animated=[])",0,0,0,0.15,Positive
441,441,1660282102020034561,1366565625401909249,WallStreetSilv,2023-05-21 13:51:14+00:00,👉,bank making cash withdrawal extremely difficult treating their customer they suspect potential crim,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwqBxI8XsAAvoyd.jpg')], videos=[], animated=[])",20995,6346,2555,-0.3,Negative
442,442,1659274014085324803,1466516053052342272,GregoryPamart,2023-05-18 19:05:27+00:00,,premi arriv premi serv pren lavanc distributeur,"Media(photos=[], videos=[], animated=[])",4,0,0,0.0,Neutral
443,443,1657871074963468288,823264896271912960,DogueDesFlandre,2023-05-14 22:10:40+00:00,"Oise, Picardie",fusion bancair cour million compt bancair bloqu jusquà mard réaction bancair américain pass sous relat silenc cet entit regroup sous pourr survivr centralis mutualis gestion,"Media(photos=[], videos=[], animated=[])",0,1,0,0.08,Positive
444,444,1657358990471208962,3155716419,AkashiiX,2023-05-13 12:15:50+00:00,earth,resumon aujourdhui jou reset monetair peupl avant reset monetair gouvernment crypto cbdc dyor hodl wagm exempl crypto financial advic,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FwAfMO1XgAQUorD.jpg', videoUrl='https://video.twimg.com/tweet_video/FwAfMO1XgAQUorD.mp4'), MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FwAfM6FX0AA6orn.jpg', videoUrl='https://video.twimg.com/tweet_video/FwAfM6FX0AA6orn.mp4'), MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FwAfNStWYAEpH3z.jpg', videoUrl='https://video.twimg.com/tweet_video/FwAfNStWYAEpH3z.mp4'), MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FwAfNsUXsAgeH6w.jpg', videoUrl='https://video.twimg.com/tweet_video/FwAfNsUXsAgeH6w.mp4')])",1,1,1,0.0,Neutral
